request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Balance: ZAR 126,279.20 (min required: ZAR 45,900.00; headroom: ZAR 80,379.20). Committed outflows next 30 days: ZAR 59,404.18. Expected income next 30 days: ZAR 110,934.67. Decision: Full payment of ZAR 49,918.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_245,0.0,not_affordable,not_recommended,none,,none,"Balance: INR 160,360.00 (min required: INR 94,600.00; headroom: INR 65,760.00). Committed outflows next 30 days: INR 124,885.40. Expected income next 30 days: INR 1,680.00. Salary temporarily reduced to INR 1,680.00/month per employer message. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only INR 0.00 today, and the full INR 128,500.00 does not become safe within the 90-day horizon."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Balance: ZAR 201,692.06 (min required: ZAR 39,300.00; headroom: ZAR 162,392.06). Committed outflows next 30 days: ZAR 39,322.50. Expected income next 30 days: ZAR 50,160.00. Decision: Full payment is not safe today (safe amount: ZAR 64,086.00). Installment plan: 2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48."
request_247,988.48,affordable_with_plan,full_payment,2024-09-05:1059.30,2024-10-15,stop:event_22685|reduce_to:event_22743:20|reduce_to:event_22747:31.68,"Balance: EUR 2,819.20 (min required: EUR 1,300.00; headroom: EUR 1,519.20). Committed outflows next 30 days: EUR 1,353.79. Expected income next 30 days: EUR 1,405.14. Salary temporarily reduced to EUR 1,528.56/month per employer message. Decision: Affordable with plan. Payment plan: 2024-09-05:1059.30. Spending changes required to cover shortfall (saves EUR 70.82/month)."
request_248,894.56,affordable_with_plan,partial_payment,2025-02-07:894.56|2025-02-15:1071.04,2025-02-15,none,"Balance: USD 2,807.36 (min required: USD 1,300.00; headroom: USD 1,507.36). Committed outflows next 30 days: USD 1,538.60. Expected income next 30 days: USD 2,989.53. Salary temporarily reduced to USD 1,548.00/month per employer message. Decision: Pay USD 894.56 today; remaining balance due on 2025-02-15. Plan: 2025-02-07:894.56|2025-02-15:1071.04."
request_249,115.7,not_affordable,not_recommended,none,,none,"Balance: USD 942.40 (min required: USD 600.00; headroom: USD 342.40). Committed outflows next 30 days: USD 647.27. Expected income next 30 days: USD 676.21. Salary temporarily reduced to USD 702.00/month per employer message. Decision: Not affordable. Safe to pay only USD 115.70 today, and the full USD 643.20 does not become safe within the 90-day horizon."
request_250,9548.83,not_affordable,not_recommended,none,,none,"Balance: ZAR 64,120.00 (min required: ZAR 35,300.00; headroom: ZAR 28,820.00). Committed outflows next 30 days: ZAR 44,502.52. Expected income next 30 days: ZAR 53,680.00. Salary temporarily reduced to ZAR 53,680.00/month per employer message. Next salary expected on 2024-12-15. Decision: Not affordable. Safe to pay only ZAR 9,548.83 today, and the full ZAR 124,278.00 does not become safe within the 90-day horizon."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Balance: EUR 4,648.55 (min required: EUR 1,300.00; headroom: EUR 3,348.55). Committed outflows next 30 days: EUR 1,014.42. Expected income next 30 days: EUR 1,007.37. Decision: Not affordable. Safe to pay only EUR 1,513.60 today, and the full EUR 1,513.60 does not become safe within the 90-day horizon."
request_252,2738777.69,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Balance: IDR 25,250,700.00 (min required: IDR 15,152,200.00; headroom: IDR 10,098,500.00). Committed outflows next 30 days: IDR 12,020,513.51. Expected income next 30 days: IDR 19,760,000.00. Decision: Cannot safely pay IDR 28,082,000.00 today (safe amount now: IDR 2,738,777.69). Full payment becomes safe on 2026-09-15."
request_253,829.58,not_affordable,not_recommended,none,,none,"Balance: EUR 4,635.57 (min required: EUR 2,300.00; headroom: EUR 2,335.57). Committed outflows next 30 days: EUR 2,985.22. Expected income next 30 days: EUR 2,663.50. Decision: Not affordable. Safe to pay only EUR 829.58 today, and the full EUR 2,840.20 does not become safe within the 90-day horizon."
request_254,433.53,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Balance: USD 4,259.60 (min required: USD 2,500.00; headroom: USD 1,759.60). Committed outflows next 30 days: USD 1,770.02. Expected income next 30 days: USD 3,537.66. Decision: Cannot safely pay USD 3,535.20 today (safe amount now: USD 433.53). Full payment becomes safe on 2025-10-15."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Balance: IDR 38,518,150.00 (min required: IDR 9,813,900.00; headroom: IDR 28,704,250.00). Committed outflows next 30 days: IDR 10,978,881.62. Expected income next 30 days: IDR 16,128,153.12. Decision: Full payment of IDR 3,345,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_256,147587.35,not_affordable,not_recommended,none,,none,"Balance: INR 394,983.28 (min required: INR 168,600.00; headroom: INR 226,383.28). Committed outflows next 30 days: INR 198,163.49. Expected income next 30 days: INR 204,228.26. Salary temporarily reduced to INR 214,000.00/month per employer message. Next salary expected on 2024-06-15. Decision: Not affordable. Safe to pay only INR 147,587.35 today, and the full INR 218,700.00 does not become safe within the 90-day horizon."
request_257,188.06,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Balance: USD 2,685.20 (min required: USD 1,600.00; headroom: USD 1,085.20). Committed outflows next 30 days: USD 2,164.87. Expected income next 30 days: USD 3,747.37. Decision: Cannot safely pay USD 1,352.40 today (safe amount now: USD 188.06). Full payment becomes safe on 2025-11-15."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Balance: USD 2,603.68 (min required: USD 500.00; headroom: USD 2,103.68). Committed outflows next 30 days: USD 951.27. Expected income next 30 days: USD 1,440.77. Decision: Full payment of USD 1,113.60 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_259,147.86,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Balance: EUR 1,269.30 (min required: EUR 600.00; headroom: EUR 669.30). Committed outflows next 30 days: EUR 710.96. Expected income next 30 days: EUR 792.00. Decision: Cannot safely pay EUR 935.00 today (safe amount now: EUR 147.86). Full payment becomes safe on 2024-11-15."
request_260,0.0,not_affordable,not_recommended,none,,none,"Balance: IDR 35,787,100.00 (min required: IDR 20,727,700.00; headroom: IDR 15,059,400.00). Committed outflows next 30 days: IDR 35,352,177.14. Expected income next 30 days: IDR 27,175,659.20. Decision: Not affordable. Safe to pay only IDR 0.00 today, and the full IDR 52,079,000.00 does not become safe within the 90-day horizon."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Balance: EUR 4,718.96 (min required: EUR 1,500.00; headroom: EUR 3,218.96). Committed outflows next 30 days: EUR 1,497.73. Expected income next 30 days: EUR 2,616.47. Decision: Full payment of EUR 1,830.40 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Balance: IDR 88,406,100.00 (min required: IDR 31,018,500.00; headroom: IDR 57,387,600.00). Committed outflows next 30 days: IDR 49,046,922.98. Expected income next 30 days: IDR 89,404,113.82. Salary temporarily reduced to IDR 48,260,000.00/month per employer message. Decision: Full payment of IDR 9,236,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_263,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 38,818.00 (min required: ZAR 24,100.00; headroom: ZAR 14,718.00). Committed outflows next 30 days: ZAR 32,859.45. Expected income next 30 days: ZAR 1,485.00. Salary temporarily reduced to ZAR 1,485.00/month per employer message. Next salary expected on 2025-05-15. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 51,546.00 does not become safe within the 90-day horizon."
request_264,13389.72,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Balance: INR 104,375.00 (min required: INR 59,500.00; headroom: INR 44,875.00). Committed outflows next 30 days: INR 65,290.84. Expected income next 30 days: INR 86,253.13. Decision: Cannot safely pay INR 111,300.00 today (safe amount now: INR 13,389.72). Full payment becomes safe on 2026-06-15."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Balance: INR 786,105.00 (min required: INR 189,700.00; headroom: INR 596,405.00). Committed outflows next 30 days: INR 224,614.86. Expected income next 30 days: INR 292,002.89. Decision: Full payment of INR 45,970.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
request_266,640.05,not_affordable,not_recommended,none,,none,"Balance: EUR 2,354.92 (min required: EUR 900.00; headroom: EUR 1,454.92). Committed outflows next 30 days: EUR 735.18. Expected income next 30 days: EUR 968.00. Decision: Not affordable. Safe to pay only EUR 640.05 today, and the full EUR 935.00 does not become safe within the 90-day horizon."
request_267,1696.41,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-15,none,"Balance: EUR 3,648.98 (min required: EUR 1,500.00; headroom: EUR 2,148.98). Committed outflows next 30 days: EUR 1,724.92. Expected income next 30 days: EUR 1,936.73. Decision: Full payment is not safe today (safe amount: EUR 1,696.41). Installment plan: 2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33."
request_268,819.02,not_affordable,not_recommended,none,,none,"Balance: EUR 2,912.52 (min required: EUR 1,400.00; headroom: EUR 1,512.52). Committed outflows next 30 days: EUR 1,681.63. Expected income next 30 days: EUR 2,288.00. Decision: Not affordable. Safe to pay only EUR 819.02 today, and the full EUR 2,426.60 does not become safe within the 90-day horizon."
request_269,0.0,not_affordable,not_recommended,none,,none,"Balance: ZAR 45,307.90 (min required: ZAR 23,100.00; headroom: ZAR 22,207.90). Committed outflows next 30 days: ZAR 40,241.26. Expected income next 30 days: ZAR 18,772.12. Next salary expected on 2025-11-15. Decision: Not affordable. Safe to pay only ZAR 0.00 today, and the full ZAR 15,490.00 does not become safe within the 90-day horizon."
request_270,0.0,not_affordable,not_recommended,none,,none,"Balance: USD 1,935.40 (min required: USD 1,400.00; headroom: USD 535.40). Committed outflows next 30 days: USD 913.50. Expected income next 30 days: USD 2,922.10. Decision: Not affordable. Safe to pay only USD 0.00 today, and the full USD 3,028.80 does not become safe within the 90-day horizon."
request_271,4973.75,affordable_later,wait,2024-10-15:91300,2024-10-15,none,"Balance: INR 142,960.00 (min required: INR 58,200.00; headroom: INR 84,760.00). Committed outflows next 30 days: INR 103,506.42. Expected income next 30 days: INR 146,690.70. Decision: Cannot safely pay INR 91,300.00 today (safe amount now: INR 4,973.75). Full payment becomes safe on 2024-10-15."
request_272,5482564.73,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Balance: IDR 16,324,524.00 (min required: IDR 7,508,600.00; headroom: IDR 8,815,924.00). Committed outflows next 30 days: IDR 8,353,350.91. Expected income next 30 days: IDR 14,317,666.86. Decision: Full payment is not safe today (safe amount: IDR 5,482,564.73). Installment plan: 2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67."
request_273,3742679.78,affordable_with_plan,partial_payment,2026-04-07:3742679.78|2026-05-15:12118320.22,2026-05-15,none,"Balance: IDR 32,146,800.00 (min required: IDR 18,774,600.00; headroom: IDR 13,372,200.00). Committed outflows next 30 days: IDR 26,221,003.88. Expected income next 30 days: IDR 33,153,782.43. Decision: Pay IDR 3,742,679.78 today; remaining balance due on 2026-05-15. Plan: 2026-04-07:3742679.78|2026-05-15:12118320.22."
request_274,2275.39,not_affordable,not_recommended,none,,none,"Balance: EUR 4,847.31 (min required: EUR 1,800.00; headroom: EUR 3,047.31). Committed outflows next 30 days: EUR 2,573.64. Expected income next 30 days: EUR 2,573.20. Decision: Not affordable. Safe to pay only EUR 2,275.39 today, and the full EUR 2,713.70 does not become safe within the 90-day horizon."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Balance: IDR 37,206,450.00 (min required: IDR 12,760,100.00; headroom: IDR 24,446,350.00). Committed outflows next 30 days: IDR 14,838,185.14. Expected income next 30 days: IDR 16,153,791.95. Decision: Full payment of IDR 15,884,000.00 is safe today. Balance remains above minimum throughout the 90-day forecast."
